"buffer_center","children"
"2836","2836"
"2835","2855"
"2835","2835"
"2832","2832"
"2832","2829"
"2829","2832"
"2829","2829"
"2827","2827"
"2825","2837"
"2825","2825"
"2824","2838"
"2824","2824"
"2823","2839"
"2823","2823"
"2822","2840"
"2822","2822"
"2821","32840"
"2821","12821"
"2821","2867"
"2821","2844"
"2821","2821"
"2819","place-NEC-2203"
"2819","Hyde Park"
"2819","36466"
"2819","2819"
"2818","26466"
"2818","2818"
"2817","2817"
"2816","2816"
"2816","2785"
"2815","2815"
"2814","2814"
"2814","2787"
"2813","12812"
"2813","2813"
"2813","2788"
"2812","12812"
"2812","12789"
"2812","2812"
"2812","2789"
"2811","2811"
"2810","2810"
"2809","2809"
"2809","2792"
"2808","2808"
"2808","2793"
"2807","2807"
"2807","2794"
"2806","2806"
"2806","2795"
"2805","2805"
"2805","2796"
"2804","2804"
"2804","2797"
"2803","2803"
"2803","2798"
"2802","2802"
"2802","2799"
"2801","2801"
"2801","2800"
"2800","2801"
"2800","2800"
"2800","2799"
"2799","2802"
"2799","2800"
"2799","2799"
"2798","2803"
"2798","2798"
"2797","2804"
"2797","2797"
"2796","2805"
"2796","2796"
"2795","2806"
"2795","2795"
"2794","2807"
"2794","2794"
"2793","2808"
"2793","2793"
"2792","2809"
"2792","2792"
"2791","2791"
"2790","2790"
"2789","2812"
"2789","2789"
"2788","12812"
"2788","12789"
"2788","2813"
"2788","2788"
"2787","2814"
"2787","2787"
"2787","2786"
"2786","2787"
"2786","2786"
"2785","2816"
"2785","2785"
"2784","12783"
"2784","2784"
"2783","26531"
"2783","2783"
"2779","2779"
"2779","2758"
"2779","2757"
"2778","12759"
"2778","2778"
"2777","2777"
"2777","2759"
"2776","2776"
"2776","2761"
"2776","2760"
"2775","2775"
"2775","2762"
"2774","2774"
"2774","2763"
"2774","2762"
"2774","2690"
"2773","2773"
"2773","2610"
"2763","2774"
"2763","2763"
"2763","2690"
"2762","2775"
"2762","2774"
"2762","2762"
"2762","2690"
"2762","2659"
"2761","2776"
"2761","2761"
"2760","2776"
"2760","2760"
"2759","2777"
"2759","2759"
"2758","2779"
"2758","2758"
"2757","2779"
"2757","2757"
"2755","2755"
"2755","1817"
"2755","72"
"2754","2754"
"2754","2689"
"2754","2392"
"2753","23921"
"2753","2753"
"2753","2393"
"2752","2752"
"2752","2393"
"2750","2750"
"2750","2745"
"2750","2394"
"2749","2749"
"2749","2746"
"2748","2748"
"2748","2747"
"2748","2721"
"2748","2710"
"2747","2748"
"2747","2747"
"2747","2721"
"2747","2710"
"2746","2749"
"2746","2746"
"2745","2750"
"2745","2745"
"2745","2394"
"2735","2735"
"2735","2698"
"2734","2734"
"2734","2699"
"2733","12699"
"2733","2733"
"2733","2700"
"2733","2699"
"2733","2404"
"2731","2731"
"2731","2702"
"2729","5303"
"2729","2729"
"2729","2703"
"2726","2726"
"2726","2704"
"2725","2725"
"2725","2706"
"2723","2723"
"2723","2707"
"2722","2722"
"2722","2709"
"2721","2748"
"2721","2747"
"2721","2721"
"2721","2710"
"2720","2720"
"2720","2711"
"2719","2719"
"2719","2712"
"2718","2718"
"2718","2713"
"2715","2715"
"2715","2575"
"2714","2714"
"2713","2718"
"2713","2713"
"2712","2719"
"2712","2712"
"2711","2720"
"2711","2711"
"2710","2748"
"2710","2747"
"2710","2721"
"2710","2710"
"2709","2722"
"2709","2709"
"2707","2723"
"2707","2707"
"2706","2725"
"2706","2706"
"2704","2726"
"2704","2704"
"2703","5303"
"2703","2729"
"2703","2703"
"2702","2731"
"2702","2702"
"2700","12699"
"2700","2733"
"2700","2700"
"2700","2699"
"2700","2404"
"2699","12699"
"2699","2734"
"2699","2733"
"2699","2700"
"2699","2699"
"2698","2735"
"2698","2698"
"2690","2774"
"2690","2763"
"2690","2762"
"2690","2690"
"2690","2659"
"2689","2754"
"2689","2689"
"2689","2392"
"2688","2688"
"2688","2660"
"2687","2687"
"2687","2661"
"2686","2686"
"2686","2662"
"2684","2684"
"2684","2664"
"2683","2683"
"2683","2665"
"2682","2682"
"2682","2666"
"2681","2681"
"2681","2667"
"2680","2680"
"2680","2668"
"2679","2679"
"2679","2669"
"2679","2668"
"883","591"
"2678","2678"
"2678","2670"
"2677","2677"
"2677","2671"
"2676","2676"
"2676","2672"
"2675","2675"
"2675","2673"
"2674","2674"
"2673","2675"
"2673","2673"
"2672","2676"
"2672","2672"
"2671","2677"
"2671","2671"
"2670","2678"
"2670","2670"
"2669","2679"
"2669","2669"
"2668","2680"
"2668","2679"
"2668","2668"
"2667","2681"
"2667","2667"
"2666","2682"
"2666","2666"
"2665","2683"
"2665","2665"
"2664","2684"
"2664","2664"
"2662","2686"
"2662","2662"
"2661","2687"
"2661","2661"
"2660","2688"
"2660","2660"
"2659","2762"
"2659","2690"
"2659","2659"
"2637","12636"
"2637","2637"
"2637","2636"
"2636","2637"
"2636","2636"
"2635","2635"
"2635","2576"
"2634","2634"
"2634","2577"
"2632","2632"
"2632","2579"
"2631","2631"
"2631","2580"
"2630","2630"
"2628","2628"
"2627","2627"
"2627","2583"
"2626","2626"
"2626","2584"
"2625","2625"
"2625","2586"
"2623","2623"
"2623","2587"
"2622","24581"
"2622","2622"
"2622","2588"
"2622","2432"
"2621","2621"
"2621","2589"
"2620","2620"
"2620","2590"
"2618","2618"
"2618","2591"
"2617","2617"
"2617","2593"
"2616","25711"
"2616","2616"
"2615","25712"
"2615","2615"
"2614","2614"
"2614","2574"
"2614","2508"
"2613","26131"
"2613","25713"
"2613","2613"
"2613","2510"
"2612","2612"
"2612","2597"
"2610","2773"
"2610","2610"
"2609","2609"
"2609","2599"
"2607","2607"
"2607","2600"
"2606","2606"
"2606","2602"
"2605","2605"
"2605","2601"
"2602","2606"
"2602","2602"
"2601","2605"
"2601","2601"
"2600","2607"
"2600","2600"
"2599","2609"
"2599","2599"
"2598","12610"
"2598","2598"
"2597","2612"
"2597","2597"
"2595","12615"
"2595","2595"
"2594","12616"
"2594","2594"
"2593","2617"
"2593","2593"
"2591","2618"
"2591","2591"
"2590","2620"
"2590","2590"
"2589","2621"
"2589","2589"
"2588","24581"
"2588","2622"
"2588","2588"
"2588","2432"
"2587","2623"
"2587","2587"
"2586","2625"
"2586","2586"
"2584","2626"
"2584","2584"
"2583","2627"
"2583","2583"
"2582","2582"
"2581","place-davis"
"2581","70064"
"2581","70063"
"2581","5104"
"2581","5015"
"2581","2581"
"2580","2631"
"2580","2580"
"2579","2632"
"2579","2579"
"2578","2578"
"2577","2634"
"2577","2577"
"2576","2635"
"2576","2576"
"2575","2715"
"2575","2575"
"2574","2614"
"2574","2574"
"2574","2508"
"2571","2571"
"2571","2545"
"2570","2570"
"2570","2546"
"2570","2455"
"2570","2435"
"2569","2569"
"2569","2547"
"2568","2568"
"2568","2548"
"2567","2567"
"2565","32549"
"2565","25641"
"2565","2565"
"2565","2550"
"2564","2564"
"2564","2551"
"2561","2561"
"2561","2553"
"2561","1070"
"2561","1051"
"2560","2560"
"2560","2554"
"2559","2559"
"2559","2555"
"2558","2558"
"2558","2556"
"2558","1114"
"2556","2558"
"2556","2556"
"2555","2559"
"2555","2555"
"2554","2560"
"2554","2554"
"2553","2561"
"2553","2553"
"2553","1070"
"2553","1051"
"2551","2564"
"2551","2551"
"2550","25641"
"2550","2565"
"2550","2550"
"2548","2568"
"2548","2548"
"2547","2569"
"2547","2547"
"2546","2570"
"2546","2546"
"2546","2455"
"2546","2435"
"2545","2571"
"2545","2545"
"2534","2534"
"2534","2519"
"2533","2533"
"2533","2520"
"2533","2507"
"2532","2532"
"2531","2531"
"2528","12530"
"2528","2528"
"2527","2527"
"2527","2513"
"2525","11408"
"2525","2525"
"2524","2524"
"2523","2523"
"2523","2516"
"2522","2522"
"2522","2517"
"2521","24486"
"2521","24485"
"2521","2521"
"2521","2518"
"2520","2533"
"2520","2520"
"2520","2507"
"2519","2534"
"2519","2519"
"2518","24486"
"2518","24485"
"2518","2521"
"2518","2518"
"2517","2522"
"2517","2517"
"2516","2523"
"2516","2516"
"2515","2515"
"2513","2527"
"2513","2513"
"2512","2512"
"2510","26131"
"2510","2613"
"2510","2510"
"2508","2614"
"2508","2574"
"2508","2508"
"2507","2533"
"2507","2520"
"2507","2507"
"2495","2495"
"2494","2494"
"2493","2493"
"2491","2491"
"2491","2466"
"2490","2490"
"2490","2467"
"2489","2489"
"2489","2468"
"2488","12468"
"2488","2488"
"2487","2487"
"2487","2469"
"2486","2486"
"2486","2470"
"2485","2485"
"2485","2471"
"2484","2484"
"2484","2472"
"2483","2483"
"2483","2473"
"2482","2482"
"2478","2478"
"2477","2477"
"2477","2350"
"2477","2349"
"2476","2476"
"2476","2351"
"2475","12352"
"2475","2475"
"2475","2331"
"2473","2483"
"2473","2473"
"2472","2484"
"2472","2472"
"2471","2485"
"2471","2471"
"2470","2486"
"2470","2470"
"2469","2487"
"2469","2469"
"2468","2489"
"2468","2468"
"2467","2490"
"2467","2467"
"2466","2491"
"2466","2466"
"2465","2465"
"2464","2464"
"2463","2463"
"2463","2426"
"2462","2462"
"2462","2428"
"2461","2461"
"2461","2429"
"2461","2319"
"2461","2298"
"2460","Porter Square"
"2460","place-portr"
"2460","70066"
"2460","70065"
"2460","23151"
"2460","12301"
"2460","2460"
"2460","2430"
"2459","2459"
"2459","2431"
"2457","2457"
"2457","2433"
"2455","2570"
"2455","2546"
"2455","2455"
"2455","2435"
"2454","2454"
"2454","2436"
"2453","2453"
"2453","2437"
"2451","2451"
"2451","2439"
"2451","1425"
"2451","1404"
"2449","2449"
"2449","2440"
"2448","24490"
"2448","24481"
"2448","2448"
"2448","2441"
"2447","2447"
"2447","2442"
"2446","2446"
"2446","2443"
"2444","2444"
"2444","1123"
"2444","1060"
"2443","2446"
"2443","2443"
"2442","2447"
"2442","2442"
"2441","24490"
"2441","24481"
"2441","2448"
"2441","2441"
"2440","2449"
"2440","2440"
"2439","2451"
"2439","2439"
"2439","1425"
"2439","1404"
"2438","2438"
"2437","2453"
"2437","2437"
"2436","2454"
"2436","2436"
"2435","2570"
"2435","2546"
"2435","2455"
"2435","2435"
"2433","2457"
"2433","2433"
"2432","24581"
"2432","2622"
"2432","2588"
"2432","2432"
"2431","2459"
"2431","2431"
"2430","Porter Square"
"2430","place-portr"
"2430","70066"
"2430","70065"
"2430","23151"
"2430","12301"
"2430","2460"
"2430","2430"
"2429","2461"
"2429","2429"
"2429","2319"
"2429","2298"
"2428","2462"
"2428","2428"
"2427","24621"
"2427","2427"
"2426","2463"
"2426","2426"
"2425","2425"
"2424","2424"
"2424","2363"
"2423","2423"
"2423","2364"
"2422","2422"
"2422","2365"
"2421","2421"
"2421","2366"
"2420","2420"
"2420","2367"
"2419","2419"
"2419","2368"
"2418","3513"
"2418","2418"
"2417","2417"
"2417","2369"
"2416","2416"
"2416","2370"
"2415","2415"
"2415","2371"
"2414","2414"
"2414","2372"
"2413","2413"
"2413","2373"
"2412","2412"
"2412","2374"
"2411","2411"
"2411","2375"
"2410","2410"
"2410","2376"
"2409","2409"
"2409","2377"
"2408","2408"
"2408","2378"
"2407","2407"
"2407","2379"
"2406","2406"
"2406","2380"
"2405","2405"
"2405","2381"
"2404","12699"
"2404","2733"
"2404","2700"
"2404","2404"
"2402","23841"
"2402","2402"
"2401","2401"
"2401","2385"
"2400","2400"
"2400","2386"
"2399","2399"
"2399","2387"
"2398","2398"
"2398","2388"
"2397","2397"
"2397","2389"
"2396","2396"
"2396","2390"
"2395","23951"
"2395","2395"
"2395","2391"
"2394","2750"
"2394","2745"
"2394","2394"
"2393","23921"
"2393","2753"
"2393","2752"
"2393","2393"
"2392","2754"
"2392","2689"
"2392","2392"
"2391","23951"
"2391","2395"
"2391","2391"
"2390","2396"
"2390","2390"
"2389","2397"
"2389","2389"
"2388","2398"
"2388","2388"
"2387","2399"
"2387","2387"
"2386","2400"
"2386","2386"
"2385","2401"
"2385","2385"
"2381","5021"
"2381","2405"
"2381","2381"
"2380","2406"
"2380","2380"
"2379","2407"
"2379","2379"
"2378","2408"
"2378","2378"
"2377","2409"
"2377","2377"
"2376","2410"
"2376","2376"
"2375","2411"
"2375","2375"
"2374","2412"
"2374","2374"
"2373","2413"
"2373","2373"
"2372","2414"
"2372","2372"
"2371","2415"
"2371","2371"
"2370","2416"
"2370","2370"
"2369","2417"
"2369","2369"
"2368","2419"
"2368","2368"
"2367","2420"
"2367","2367"
"2366","2421"
"2366","2366"
"2365","2422"
"2365","2365"
"2364","2423"
"2364","2364"
"2363","2424"
"2363","2363"
"2362","12645"
"2362","2362"
"2362","2282"
"2362","2260"
"2361","2361"
"2360","6217"
"2360","2360"
"2360","2324"
"2359","6218"
"2359","2359"
"2358","2358"
"2358","2326"
"2357","2357"
"2356","2356"
"2355","2355"
"2354","2354"
"2354","2329"
"2354","2328"
"2353","23530"
"2353","2353"
"2351","2476"
"2351","2351"
"2350","2477"
"2350","2350"
"2350","2349"
"2349","2477"
"2349","2350"
"2349","2349"
"2347","2347"
"2347","2334"
"2346","2346"
"2346","2335"
"2345","2345"
"2345","2336"
"2344","2344"
"2344","2337"
"2343","2343"
"2343","2338"
"2342","2342"
"2342","2339"
"2341","2341"
"2341","2340"
"2341","2187"
"2340","2341"
"2340","2340"
"2339","2342"
"2339","2339"
"2338","2343"
"2338","2338"
"2337","2344"
"2337","2337"
"2336","2345"
"2336","2336"
"2335","2346"
"2335","2335"
"2334","2347"
"2334","2334"
"2333","2333"
"2332","2332"
"2331","12352"
"2331","2475"
"2331","2331"
"2330","2330"
"2329","2354"
"2329","2329"
"2328","2354"
"2328","2328"
"2327","2327"
"2326","2358"
"2326","2326"
"2324","2360"
"2324","2324"
"2323","12360"
"2323","2323"
"2320","2320"
"2320","2297"
"2319","2461"
"2319","2429"
"2319","2319"
"2319","2298"
"2318","2318"
"2318","2299"
"2316","2316"
"2314","2314"
"2314","2304"
"2312","2312"
"2312","2305"
"2310","12614"
"2310","2310"
"2310","2307"
"2307","12614"
"2307","2310"
"2307","2307"
"2305","2312"
"2305","2305"
"2304","2314"
"2304","2304"
"2300","2300"
"2299","2318"
"2299","2299"
"2298","2461"
"2298","2429"
"2298","2319"
"2298","2298"
"2297","2320"
"2297","2297"
"2296","12295"
"2296","2296"
"2293","17922"
"2293","2293"
"2292","2292"
"2292","2250"
"2291","2291"
"2291","2251"
"2290","2290"
"2290","2252"
"2288","2288"
"2288","2254"
"2287","2287"
"2287","2255"
"2286","2286"
"2285","2285"
"2285","2257"
"2284","2284"
"2284","2258"
"2283","2283"
"2283","2259"
"2282","2362"
"2282","2282"
"2282","2260"
"2281","12644"
"2281","2281"
"2281","2261"
"2280","2280"
"2280","2262"
"2279","2279"
"2279","2263"
"2278","2278"
"2278","2264"
"2277","2277"
"2277","2265"
"2276","2276"
"2276","2266"
"2275","22661"
"2275","2275"
"2274","2274"
"2274","2268"
"2273","2273"
"2273","2269"
"2271","2271"
"2270","2270"
"2269","2273"
"2269","2269"
"2268","2274"
"2268","2268"
"2266","2276"
"2266","2266"
"2265","2277"
"2265","2265"
"2264","2278"
"2264","2264"
"2263","2279"
"2263","2263"
"2262","2280"
"2262","2262"
"2261","12644"
"2261","2281"
"2261","2261"
"2260","12645"
"2260","2362"
"2260","2282"
"2260","2260"
"2259","2283"
"2259","2259"
"2258","2284"
"2258","2258"
"2257","2285"
"2257","2257"
"2256","2256"
"2255","2287"
"2255","2255"
"2254","2288"
"2254","2254"
"2252","2290"
"2252","2252"
"2251","2291"
"2251","2251"
"2250","2292"
"2250","2250"
"2231","place-knncl"
"2231","70072"
"2231","70071"
"2231","2231"
"2228","2228"
"2227","2227"
"2227","2217"
"2226","2226"
"2226","2218"
"2225","2225"
"2225","2220"
"2224","2224"
"2224","2221"
"2223","2223"
"2223","2222"
"2222","2223"
"2222","2222"
"2221","2224"
"2221","2221"
"2220","2225"
"2220","2220"
"2218","2226"
"2218","2218"
"2217","2227"
"2217","2217"
"2217","1431"
"2203","2203"
"2202","2202"
"2201","2201"
"2199","2199"
"2199","2198"
"2199","2136"
"2198","place-FR-0064"
"2198","Belmont"
"2198","2199"
"2198","2198"
"2198","2137"
"2197","2197"
"2197","2138"
"2196","2196"
"2196","2195"
"2196","2139"
"2195","2196"
"2195","2195"
"2195","2140"
"2194","2194"
"2194","2141"
"2193","2193"
"2193","2142"
"2192","2192"
"2192","2143"
"2191","2191"
"2191","2144"
"2190","2190"
"2190","2145"
"2189","2189"
"2189","2146"
"2187","2341"
"2187","2187"
"2187","2148"
"2186","2186"
"2186","2149"
"2185","2185"
"2185","2150"
"2184","2184"
"2184","2151"
"2183","2183"
"2183","2152"
"2182","2182"
"2182","2153"
"2181","2181"
"2181","2154"
"2180","2180"
"2180","2155"
"2179","2179"
"2179","2156"
"2177","2177"
"2177","2158"
"2176","2176"
"2176","2159"
"2175","2175"
"2175","2160"
"2174","2174"
"2174","2161"
"2173","2173"
"2173","2162"
"2172","2172"
"2172","2163"
"2170","2170"
"2168","22549"
"2168","2168"
"2167","2167"
"2167","109"
"2166","2166"
"2163","2172"
"2163","2163"
"2162","2173"
"2162","2162"
"2161","2174"
"2161","2161"
"2160","2175"
"2160","2160"
"2159","2176"
"2159","2159"
"2158","2177"
"2158","2158"
"2156","2179"
"2156","2156"
"2155","2180"
"2155","2155"
"2154","2181"
"2154","2154"
"2153","2182"
"2153","2153"
"2152","2183"
"2152","2152"
"2151","2184"
"2151","2151"
"2150","2185"
"2150","2150"
"2149","2186"
"2149","2149"
"2148","2187"
"2148","2148"
"2146","2189"
"2146","2146"
"2145","2190"
"2145","2145"
"2144","2191"
"2144","2144"
"2143","2192"
"2143","2143"
"2142","2193"
"2142","2142"
"2141","2194"
"2141","2141"
"2140","2195"
"2140","2140"
"2139","2196"
"2139","2139"
"2138","2197"
"2138","2138"
"2137","place-FR-0064"
"2137","Belmont"
"2137","2198"
"2137","2137"
"2136","2199"
"2136","2136"
"2135","2135"
"2134","Waverley"
"2134","place-FR-0074"
"2134","2134"
"2134","2099"
"2133","2133"
"2131","2131"
"2131","2102"
"2130","2130"
"2130","2103"
"2129","2129"
"2129","2104"
"2128","2128"
"2127","2127"
"2127","2106"
"2126","2126"
"2126","2107"
"2125","2125"
"2124","2124"
"2124","2110"
"2123","2123"
"2123","2112"
"2122","2122"
"2122","2113"
"2121","2121"
"2121","2115"
"2119","2119"
"2118","2118"
"2118","2117"
"2117","2118"
"2117","2117"
"2116","2116"
"2116","221"
"2115","2121"
"2115","2115"
"2113","2122"
"2113","2113"
"2112","2123"
"2112","2112"
"2110","2124"
"2110","2110"
"2108","2108"
"2107","2126"
"2107","2107"
"2106","2127"
"2106","2106"
"2104","2129"
"2104","2104"
"2103","2130"
"2103","2103"
"2102","2131"
"2102","2102"
"2101","2101"
"2099","Waverley"
"2099","place-FR-0074"
"2099","2134"
"2099","2099"
"2098","2098"
"2098","2077"
"2097","2097"
"2097","2078"
"2096","12144"
"2096","12080"
"882","883"
"2096","2096"
"2095","2095"
"2095","2080"
"2093","2093"
"2093","2082"
"2092","2092"
"2092","2083"
"2090","2090"
"2085","2085"
"2083","2092"
"2083","2083"
"2082","2093"
"2082","2082"
"2080","2095"
"2080","2080"
"2078","2097"
"2078","2078"
"2077","2098"
"2077","2077"
"2076","place-harsq"
"2076","70068"
"2076","70067"
"2076","20762"
"2076","20761"
"2076","2076"
"2076","110"
"2074","32549"
"2074","2074"
"2074","2020"
"2073","2073"
"2073","2021"
"2071","2071"
"2071","2023"
"2070","2070"
"2070","2025"
"2068","2068"
"2068","2026"
"2067","2067"
"2067","2027"
"2066","2066"
"2066","2028"
"2064","2064"
"2064","2030"
"2062","2062"
"2062","2032"
"2061","2061"
